Project.Name,Sale_Year,Postal.Code,Property.Type,Average_Price,Median_Price
THE NAUTICAL,2017,769472,Condominium,863428.5714,8.00E+05
THE NAUTICAL,2017,769473,Condominium,1144955.429,1080000
THE NAUTICAL,2017,769474,Condominium,1187600,1250000
THE NAUTICAL,2017,769475,Condominium,871250,875000
THE NAVIAN,2017,419530,Apartment,1080666.667,1034000
THE NCLAVE,2017,425231,Apartment,965000,965000
THE NCLAVE,2017,425265,Apartment,1350000,1350000
THE NEXUS,2017,589650,Condominium,1421900,1421900
THE NEXUS,2017,589651,Condominium,1305600,1300000
THE NEXUS,2017,589652,Condominium,1725000,1725000
THE NEXUS,2017,589653,Condominium,1595000,1595000
THE NEXUS,2017,589655,Condominium,1780000,1780000
THE NEXUS,2017,589656,Condominium,1530000,1530000
THE OCEANFRONT @ SENTOSA COVE,2017,98527,Condominium,3720600,3720600
THE OCEANFRONT @ SENTOSA COVE,2017,98528,Condominium,3900000,3900000
THE OCEANFRONT @ SENTOSA COVE,2017,98529,Condominium,3910000,3470000
THE OCEANFRONT @ SENTOSA COVE,2017,98530,Condominium,2430000,2430000
THE OCEANFRONT @ SENTOSA COVE,2017,98532,Condominium,3010000,2900000
THE OCEANFRONT @ SENTOSA COVE,2017,98534,Condominium,2450000,2450000
THE OCEANFRONT @ SENTOSA COVE,2017,98535,Condominium,2290000,2290000
THE ODEON KATONG,2017,428722,Apartment,1250000,1250000
THE OPUS,2017,439961,Condominium,906700000,906700000
THE ORANGE GROVE,2017,258364,Condominium,4100000,4100000
THE ORCHARD RESIDENCES,2017,237973,Apartment,6700000,7200000
THE ORIENT,2017,118610,Apartment,1213726.667,1239000
THE PALETTE,2017,518170,Condominium,841200,868000
THE PALETTE,2017,518171,Condominium,1145000,1145000
THE PALETTE,2017,518172,Condominium,931250,1005000
THE PALETTE,2017,518173,Condominium,911500,888000
THE PALETTE,2017,518174,Condominium,796250,820000
THE PALETTE,2017,518175,Condominium,815000,815000
THE PALETTE,2017,518176,Condominium,909333.3333,860000
THE PALETTE,2017,518195,Condominium,954000,954000
THE PALETTE,2017,518196,Condominium,1126666.667,1050000
THE PALETTE,2017,518197,Condominium,1017166.667,947500
THE PALETTE,2017,518198,Condominium,985000,985000
THE PALLADIUM,2017,429984,Apartment,1825000,1825000
THE PANORAMA,2017,567695,Condominium,1910020.286,2130000
THE PANORAMA,2017,567696,Condominium,1402706,1402706
THE PANORAMA,2017,567697,Condominium,1380000,1380000
THE PANORAMA,2017,567699,Condominium,1245241,1411820
THE PANORAMA,2017,567700,Condominium,1294548.667,1296389
THE PARC CONDOMINIUM,2017,127140,Condominium,1596944.333,1595000
THE PARC CONDOMINIUM,2017,127146,Condominium,1607333.333,1542000
THE PARC CONDOMINIUM,2017,127158,Condominium,1500000,1505000
THE PARC CONDOMINIUM,2017,127159,Condominium,1557600,1638000
THE PARC CONDOMINIUM,2017,127160,Condominium,1473000,1570000
THE PARC CONDOMINIUM,2017,127161,Condominium,1612543.111,1630000
THE PARC CONDOMINIUM,2017,127162,Condominium,1600396.571,1848888
THE PARK VALE,2017,288564,Condominium,1520000,1520000
THE PATERSON,2017,238539,Condominium,2521000,2500000
THE PATERSON EDGE,2017,238518,Apartment,2187000,2120000
THE PEAK,2017,118454,Condominium,6.00E+06,6.00E+06
THE PEAK @ CAIRNHILL I,2017,229784,Apartment,1687500,1687500
THE PEAK @ CAIRNHILL II,2017,229789,Apartment,2364562.5,2369500
THE PEAK@BALMEG,2017,119913,Condominium,2050000,2050000
THE PEAK@BALMEG,2017,119914,Condominium,2254666.667,1888000
THE PEAK@BALMEG,2017,119915,Condominium,2173000,2173000
THE PEAK@BALMEG,2017,119916,Condominium,2639333.333,3.00E+06
THE PEAK@BALMEG,2017,119918,Condominium,1996666.667,1990000
THE PEARL @ MOUNT FABER,2017,99196,Condominium,1875000,1875000
THE PEARL @ MOUNT FABER,2017,99208,Condominium,1420000,1380000
THE PETALS,2017,669587,Condominium,1118888,1118888
THE PETALS,2017,669624,Condominium,951500,951500
THE PETALS,2017,669626,Condominium,1272500,1272500
THE PIER AT ROBERTSON,2017,239013,Apartment,1528500,1369000
THE PLAZA,2017,199591,Apartment,752466.6667,742400
THE POIZ RESIDENCES,2017,358453,Apartment,1677000,1677000
THE POIZ RESIDENCES,2017,358454,Apartment,1957424.111,1981965
THE POIZ RESIDENCES,2017,358455,Apartment,1807865.742,1709800
THE POIZ RESIDENCES,2017,358472,Apartment,1628686.8,1636000
THE POIZ RESIDENCES,2017,358473,Apartment,627000,627000
THE POIZ RESIDENCES,2017,358474,Apartment,726527.5821,657000
THE PRINCETON,2017,259313,Apartment,1278333.333,1265000
THE PROMENADE@PELIKAT,2017,537643,Apartment,607666.6667,618000
THE PROMONT,2017,229790,Apartment,3745000,3745000
THE QUARTZ,2017,544984,Condominium,980000,980000
THE QUARTZ,2017,544985,Condominium,1016250,992500
THE QUARTZ,2017,544986,Condominium,1014250,991000
THE QUARTZ,2017,544987,Condominium,1135000,1090000
THE QUARTZ,2017,544988,Condominium,1215000,1190000
THE QUARTZ,2017,544989,Condominium,1087666.667,1089000
THE QUARTZ,2017,544990,Condominium,1008600,985000
THE QUARTZ,2017,544992,Condominium,1137000,1125000
THE QUARTZ,2017,544993,Condominium,1088333.333,1110000
THE QUAYSIDE,2017,238252,Apartment,2491666.667,1700000
THE QUINN,2017,539763,Apartment,1068000,1068000
THE QUINN,2017,539765,Apartment,890000,890000
THE QUINN,2017,539766,Apartment,1616410,1616410
THE QUINN,2017,539789,Apartment,1115000,1115000
THE QUINTET,2017,689101,Executive Condominium,968333.3333,965000
THE QUINTET,2017,689102,Executive Condominium,965000,965000
THE QUINTET,2017,689103,Executive Condominium,1017500,1017500
THE QUINTET,2017,689104,Executive Condominium,1171472,1042500
THE QUINTET,2017,689105,Executive Condominium,930000,927500
THE QUINTET,2017,689106,Executive Condominium,961250,961250
THE RAINTREE,2017,587841,Condominium,1378444,1378444
THE RAINTREE,2017,587842,Condominium,1300000,1300000
THE RAINTREE,2017,587845,Condominium,1240000,1280000
THE RAINTREE,2017,587847,Condominium,1300000,1300000
THE RAINTREE,2017,587848,Condominium,1310000,1280000
THE RAINTREE,2017,587849,Condominium,1240000,1240000
THE RAINTREE,2017,587850,Condominium,1250000,1250000
THE RED HOUSE,2017,428776,Apartment,910000,910000
THE REGALIA,2017,238428,Apartment,1752666.667,1750000
THE REGENCY AT TIONG BAHRU,2017,169905,Condominium,1934500,2050000
THE REGENCY AT TIONG BAHRU,2017,169907,Condominium,2010000,2010000
THE RESIDENCES AT BARKER,2017,309932,Detached House,7300000,7300000
THE RICHMOND,2017,327950,Apartment,1425000,1425000
THE RISE @ OXLEY - RESIDENCES,2017,238699,Apartment,1816423.364,1650900
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,2017,229721,Apartment,9992202.571,9525000
THE RIVERINA,2017,518275,Terrace House,1700000,1700000
THE RIVERINA,2017,518334,Terrace House,1690000,1690000
THE RIVERINE BY THE PARK,2017,339098,Apartment,1672363.636,1680000
THE RIVERSIDE PIAZZA,2017,59608,Apartment,1780000,1780000
THE RIVERVALE,2017,545118,Executive Condominium,872833.3333,871000
THE RIVERVALE,2017,545119,Executive Condominium,879000,875000
THE RIVERVALE,2017,545125,Executive Condominium,878454.5455,870000
THE ROCHESTER,2017,138638,Apartment,1739841.667,1675000
THE SAIL @ MARINA BAY,2017,18985,Apartment,1652182.933,1555000
THE SAIL @ MARINA BAY,2017,18987,Apartment,1816198,1525000
THE SANCTUARY @ GEYLANG,2017,398342,Apartment,739000,739000
THE SANTORINI,2017,528568,Condominium,1132746.784,1159345
THE SANTORINI,2017,528569,Condominium,1225463.519,1240740
THE SANTORINI,2017,528570,Condominium,1133300.096,1159950
THE SANTORINI,2017,528571,Condominium,1198034.689,1189780
THE SANTORINI,2017,528572,Condominium,841527.4865,803700
THE SANTORINI,2017,528573,Condominium,1139683.929,1147755
THE SANTORINI,2017,528574,Condominium,1060594.52,1129563
THE SANTORINI,2017,528592,Condominium,619800,625000
THE SCALA,2017,554475,Apartment,1498000,1260000
THE SCALA,2017,554476,Apartment,926842.8571,750000
THE SCALA,2017,554477,Apartment,1080000,1080000
THE SCALA,2017,554478,Apartment,969000,969000
THE SCALA,2017,554479,Apartment,1424400,1420000
THE SCOTTS TOWER,2017,228240,Condominium,2904200,2904200
THE SEA VIEW,2017,439942,Condominium,2526666.667,2500000
THE SEA VIEW,2017,439943,Condominium,1867600,2120000
THE SEA VIEW,2017,439944,Condominium,2382500,2290000
THE SEA VIEW,2017,439945,Condominium,4100000,4100000
THE SEA VIEW,2017,439946,Condominium,1592500,1592500
THE SEA VIEW,2017,439947,Condominium,2531000,2630000
THE SEAFRONT ON MEYER,2017,437878,Condominium,3302962.667,3250000
THE SEAFRONT ON MEYER,2017,437880,Condominium,2966666.667,2825000
THE SEAFRONT ON MEYER,2017,437978,Condominium,2370833.333,2587500
THE SEAWIND,2017,425380,Condominium,1048000,1048000
THE SEAWIND,2017,425412,Condominium,1077207.091,1080000
THE SEAWIND,2017,425413,Condominium,1728000,1728000
THE SEAWIND,2017,425414,Condominium,1380000,1380000
THE SENSORIA,2017,758930,Condominium,1046500,1046500
THE SERENNIA,2017,424385,Apartment,710000,710000
THE SERENNO,2017,438750,Apartment,1198000,1110000
THE SHAUGHNESSY,2017,768196,Terrace House,1408888,1408888
THE SHAUGHNESSY,2017,768203,Terrace House,1388000,1388000
THE SHAUGHNESSY,2017,768209,Terrace House,1600000,1600000
THE SHAUGHNESSY,2017,768217,Terrace House,1380000,1380000
THE SHAUGHNESSY,2017,768229,Terrace House,1560000,1560000
THE SHAUGHNESSY,2017,768240,Terrace House,1490000,1490000
THE SHAUGHNESSY,2017,768257,Terrace House,1350000,1350000
THE SHAUGHNESSY,2017,768260,Terrace House,1630000,1630000
THE SHAUGHNESSY,2017,768261,Terrace House,1507000,1507000
THE SHAUGHNESSY,2017,768265,Terrace House,1350000,1350000
THE SHAUGHNESSY,2017,768271,Terrace House,1500000,1500000
THE SHAUGHNESSY,2017,768281,Terrace House,1450000,1450000
THE SHAUGHNESSY,2017,768282,Terrace House,1500000,1500000
THE SHAUGHNESSY,2017,768297,Terrace House,1480000,1480000
THE SHAUGHNESSY,2017,768358,Terrace House,1370000,1370000
THE SHAUGHNESSY,2017,768364,Terrace House,1400000,1400000
THE SHAUGHNESSY,2017,768373,Terrace House,1490000,1490000
THE SHELFORD,2017,286888,Condominium,2250000,2250000
THE SHELFORD,2017,286889,Condominium,2330000,2330000
THE SHELFORD,2017,286891,Condominium,4010000,4010000
THE SHELFORD,2017,288535,Condominium,1500000,1500000
THE SHORE RESIDENCES,2017,439893,Condominium,1139428.571,1270000
THE SHORE RESIDENCES,2017,439894,Condominium,1725000,1725000
THE SHORE RESIDENCES,2017,439895,Condominium,1965000,1970000
THE SHORE RESIDENCES,2017,439897,Condominium,1015000,865000
THE SIENA,2017,266637,Apartment,1170000,1170000
THE SIERRA,2017,277125,Apartment,921250,842500
THE SILVA GARDENS,2017,545005,Terrace House,2828000,2828000
THE SILVER FIR,2017,439424,Apartment,965000,965000
THE SILVER SPURZ,2017,554546,Semi-Detached House,1900000,1900000
THE SIXTH AVENUE RESIDENCES,2017,276543,Condominium,2288000,2288000
THE SIXTH AVENUE RESIDENCES,2017,276545,Condominium,2602000,2504000
THE SOLITAIRE,2017,259829,Condominium,2812500,2585000
THE SOLITAIRE,2017,259830,Condominium,1980888,1980888
THE SOLITAIRE,2017,259866,Condominium,3750000,3750000
THE SOUND,2017,429070,Condominium,1220000,1220000
THE SOUND,2017,429071,Condominium,1190000,1190000
THE SOUND,2017,429073,Condominium,1600000,1600000
THE SOUND,2017,429074,Condominium,1280000,1280000
THE SOVEREIGN,2017,437920,Condominium,4749250,4429500
THE SPECTRUM,2017,117505,Condominium,1234000,1234000
THE SPECTRUM,2017,117506,Condominium,1284000,1284000
THE SPINNAKER,2017,307788,Apartment,1758333.333,1760000
THE SPRINGBLOOM,2017,556119,Condominium,1688000,1688000
THE SPRINGBLOOM,2017,556121,Condominium,1464177.6,1370000
THE SPRINGBLOOM,2017,556122,Condominium,1270000,1130000
THE SPRINGFIELD,2017,486279,Terrace House,1450000,1450000
THE SPRINGFIELD,2017,486303,Terrace House,1485000,1485000
THE SPRINGFIELD,2017,486342,Terrace House,1330000,1330000
THE SPRINGS,2017,308144,Apartment,1477500,1475000
THE SPRINGSIDE,2017,786028,Terrace House,3068000,3068000
THE SPRINGSIDE,2017,786029,Terrace House,3012000,3012000
THE SPRINGSIDE,2017,786030,Terrace House,3026000,3026000
THE SPRINGSIDE,2017,786031,Terrace House,3008000,3008000
THE SPRINGSIDE,2017,786032,Terrace House,3.00E+06,3.00E+06
THE SPRINGSIDE,2017,786033,Terrace House,3068000,3068000
THE SPRINGSIDE,2017,786035,Terrace House,3.00E+06,3.00E+06
THE SPRINGSIDE,2017,786040,Terrace House,2860000,2860000
THE SPRINGSIDE,2017,786041,Terrace House,2850000,2850000
THE SPRINGSIDE,2017,786044,Terrace House,2850000,2850000
THE SPRINGSIDE,2017,786046,Terrace House,2842000,2842000
THE SPRINGSIDE,2017,786050,Terrace House,2880000,2880000
THE SPRINGSIDE,2017,786064,Terrace House,3.00E+06,3.00E+06
THE SPRINGSIDE,2017,786066,Terrace House,3324000,3324000
THE SPRINGSIDE,2017,786067,Terrace House,3150000,3150000
THE SPRINGSIDE,2017,786070,Terrace House,2946000,2946000
THE SPRINGSIDE,2017,786076,Terrace House,2928000,2928000
THE SPRINGSIDE,2017,786078,Terrace House,3100000,3100000
THE SPRINGSIDE,2017,786079,Terrace House,3150000,3150000
THE SPRINGSIDE,2017,786090,Terrace House,2708000,2708000
THE SPRINGSIDE,2017,786091,Terrace House,2698000,2698000
THE SPRINGSIDE,2017,786092,Terrace House,2698000,2698000
THE SPRINGSIDE,2017,786093,Terrace House,2688000,2688000
THE SPRINGSIDE,2017,786094,Terrace House,2688000,2688000
THE SPRINGSIDE,2017,786102,Terrace House,3458000,3458000
THE SPRINGSIDE,2017,786115,Terrace House,3304000,3304000
THE SPRINGSIDE,2017,786119,Terrace House,2750000,2750000
THE SPRINGSIDE,2017,786120,Terrace House,2828000,2828000
THE SPRINGSIDE,2017,786122,Terrace House,2758000,2758000
THE SPRINGSIDE,2017,786123,Terrace House,2760000,2760000
THE SPRINGSIDE,2017,786124,Terrace House,2765000,2765000
THE SPRINGSIDE,2017,786125,Terrace House,2820000,2820000
THE SPRINGSIDE,2017,786126,Terrace House,3363000,3363000
THE SPRINGSIDE,2017,786130,Terrace House,2880000,2880000
THE SPRINGSIDE,2017,786140,Terrace House,2728000,2728000
THE SPRINGSIDE,2017,786251,Terrace House,3.00E+06,3.00E+06
THE SPRINGSIDE,2017,786378,Terrace House,2380000,2380000
THE SPRINGSIDE,2017,786428,Terrace House,2380000,2380000
THE SPRINGSIDE,2017,786430,Terrace House,2350000,2350000
THE SPRINGSIDE,2017,786443,Terrace House,2230000,2230000
THE SPRINGSIDE,2017,786462,Terrace House,2708000,2708000
THE SPRINGSIDE,2017,786465,Terrace House,3.00E+06,3.00E+06
THE SPRINGSIDE,2017,786646,Terrace House,2260000,2260000
THE SPRINGSIDE,2017,786911,Terrace House,2658000,2658000
THE SPRINGSIDE,2017,786916,Semi-Detached House,2680000,2680000
THE SPRINGSIDE,2017,786956,Terrace House,2250000,2250000
THE SPRINGSIDE,2017,786967,Terrace House,2300000,2300000
THE SPRINGSIDE,2017,786976,Terrace House,2330000,2330000
THE STELLAR,2017,126820,Condominium,1538000,1538000
THE STELLAR,2017,126822,Condominium,1391500,1391500
THE STELLAR,2017,126824,Condominium,1492500,1492500
THE STELLAR,2017,127308,Condominium,1500000,1500000
THE STERLING,2017,596288,Condominium,2116000,1955000
THE STERLING,2017,596289,Condominium,2566666.667,2800000
THE SUITES AT CENTRAL,2017,239897,Condominium,3283840,3283840
THE SUITES AT CENTRAL,2017,239899,Condominium,3777796,2950000
THE SUMMIT,2017,466501,Condominium,1340333,1340333
THE SUMMIT,2017,466503,Condominium,1706000,1788000
THE SUMMIT,2017,466504,Condominium,1340000,1340000
THE SUMMIT,2017,466506,Condominium,1270000,1270000
THE SUNNY SPRING,2017,398074,Apartment,1083833.333,1075000
THE SUNNYDALE,2017,556124,Condominium,1146000,1150000
THE SUNNYDALE,2017,556125,Condominium,1202500,1202500
THE SUNSHINE,2017,535689,Apartment,1100000,1100000
THE TAIPAN,2017,468721,Apartment,1050000,1050000
THE TAMPINES TRILLIANT,2017,528610,Executive Condominium,755000,755000
THE TANAMERA,2017,466663,Condominium,1067500,1105000
THE TANAMERA,2017,466664,Condominium,931000,838000
THE TANAMERA,2017,466665,Condominium,1066000,1180000
THE TATE RESIDENCES,2017,229545,Condominium,4544000,4544000
THE TATE RESIDENCES,2017,229546,Condominium,7250000,7450000
THE TEMBUSU,2017,534008,Condominium,982500,922500
THE TEMBUSU,2017,534009,Condominium,2129800,2089250
THE TEMBUSU,2017,535129,Condominium,953500,953500
THE TENERIFFE,2017,275841,Terrace House,2650000,2650000
THE TENERIFFE,2017,275877,Terrace House,2780000,2780000
THE TENERIFFE,2017,275910,Terrace House,2503800,2503800
THE TENERIFFE,2017,275915,Terrace House,2750000,2750000
THE TENERIFFE,2017,275921,Terrace House,2530000,2530000
THE TENERIFFE,2017,275931,Terrace House,2628000,2628000
THE TENERIFFE,2017,275949,Terrace House,2500000,2500000
THE TENERIFFE,2017,275974,Terrace House,2700000,2700000
THE TENNERY,2017,677728,Apartment,775888.8889,750000
THE TENNERY,2017,677901,Apartment,779000,760000
THE TERRACE,2017,828684,Executive Condominium,835700,835700
THE TERRACE,2017,828686,Executive Condominium,912300,912300
THE TERRACE,2017,828687,Executive Condominium,806788.8889,795700
THE TERRACE,2017,828688,Executive Condominium,798800,798800
THE TERRACE,2017,828689,Executive Condominium,801200,801200
THE TERRACE,2017,828690,Executive Condominium,807764.2857,806400
THE TERRACE,2017,828691,Executive Condominium,798488.8889,795100
THE TERRACE,2017,828735,Executive Condominium,797400,797400
THE TESSARINA,2017,276305,Condominium,2737000,2200000
THE TESSARINA,2017,276306,Condominium,1974285.714,2.00E+06
THE TESSARINA,2017,276308,Condominium,1842857.143,1800000
THE TESSARINA,2017,276310,Condominium,1583333.333,1440000
THE TOPIARY,2017,797495,Executive Condominium,936000,668000
THE TOPIARY,2017,797496,Executive Condominium,1100000,1100000
THE TREELINE,2017,426315,Apartment,1390000,1390000
THE TRESOR,2017,269029,Condominium,3070000,3020000
THE TRESOR,2017,269030,Condominium,2156666.667,2200000
THE TREVOSE,2017,298088,Condominium,1635000,1525000
THE TREVOSE,2017,298089,Condominium,2100000,2100000
THE TREVOSE,2017,298090,Condominium,2140000,2075000
THE TRILINQ,2017,128807,Condominium,1541925.773,1580000
THE TRILINQ,2017,128808,Condominium,1556706.778,1577000
THE TRILINQ,2017,128809,Condominium,926415.9298,836000
THE TRILLIUM,2017,239432,Condominium,3750000,4.00E+06
THE TRILLIUM,2017,239434,Condominium,3350000,3100000
THE TRILLIUM,2017,239435,Condominium,2878250,2707500
THE TRIZON,2017,276693,Condominium,3208000,3200000
THE TRIZON,2017,276697,Condominium,3060920,3060920
THE TRIZON,2017,276698,Condominium,2060648,1785000
THE TROPIC GARDENS,2017,466456,Condominium,1286000,1270000
THE TROPICA,2017,529772,Condominium,962500,960000
THE TROPICA,2017,529773,Condominium,1086900,1086900
THE TROPICA,2017,529774,Condominium,1163750,1230000
THE TROPICA,2017,529776,Condominium,1200000,1200000
THE TROPICA,2017,529777,Condominium,1192500,1192500
THE TROPICA,2017,529778,Condominium,969000,969000
THE TRUMPS,2017,419154,Condominium,1158714.286,1300000
THE TWINS,2017,259896,Apartment,3050000,3050000
THE URBANITE,2017,219384,Apartment,737000,705000
THE VALES,2017,544624,Executive Condominium,722991.5556,633888
THE VALES,2017,544625,Executive Condominium,712343.8824,658888
THE VALES,2017,544626,Executive Condominium,776000,734500
THE VALES,2017,544627,Executive Condominium,728458.5417,676944
THE VALES,2017,544628,Executive Condominium,744674.1579,662000
THE VALES,2017,544660,Executive Condominium,705280,655944
THE VALES,2017,544661,Executive Condominium,967000,823000
THE VALES,2017,544663,Executive Condominium,717060.5714,654444
THE VANDERLINT,2017,429665,Apartment,620000,620000
THE VENUE RESIDENCES,2017,347840,Apartment,1492563.462,1664215
