"","Planning Area","Subzone","Planning Region","Total","young","old","Economically Active","% Young","% Old","% Economically Active","Year"
"1697","Bukit Merah","Alexandra Hill","Central Region",16090,4100,2630,9360,25.4816497938783,16.3455460872927,58.1727419684637,2012
"1698","Bukit Merah","Alexandra North","Central Region",930,270,60,620,28.420753465753,6.31572299238955,65.2624709213587,2012
"1699","Bukit Merah","Bukit Ho Swee","Central Region",16360,3460,3110,9810,21.1233082275286,18.9865573952641,59.8900733271836,2012
"1700","Bukit Merah","Bukit Merah","Central Region",1240,330,210,720,26.1902683312037,16.6665343925842,57.1424036317172,2012
"1701","Bukit Merah","City Terminals","Central Region",20,0,0,0,0,0,0,2012
"1702","Bukit Merah","Depot Road","Central Region",4130,1010,600,2510,24.5145036055738,14.5630714488557,60.922182227713,2012
"1703","Bukit Merah","Everton Park","Central Region",8800,1870,1560,5380,21.2258555892672,17.7071308659128,61.0669000375709,2012
"1704","Bukit Merah","Henderson Hill","Central Region",13900,3360,2680,7840,24.2074753548448,19.3083434377929,56.4841091613046,2012
"1705","Bukit Merah","Kampong Tiong Bahru","Central Region",10730,2310,1990,6440,21.5083598618623,18.5288468074052,59.9627002209495,2012
"1706","Bukit Merah","Maritime Square","Central Region",2370,600,170,1610,25.2099781093357,7.14282713097844,67.6467745933841,2012
"1707","Bukit Merah","Redhill","Central Region",12100,3160,1800,7150,26.0941155292192,14.863736693859,59.0420652006068,2012
"1708","Bukit Merah","Singapore General Hospital","Central Region",20,0,0,0,0,0,0,2012
"1709","Bukit Merah","Telok Blangah Drive","Central Region",16440,3770,2800,9890,22.9039958055919,17.0109252667526,60.0850181743511,2012
"1710","Bukit Merah","Telok Blangah Rise","Central Region",14260,3230,2480,8560,22.6348825263612,17.3791048499616,59.9859425466415,2012
"1711","Bukit Merah","Telok Blangah Way","Central Region",11000,2420,1960,6600,22.0400527868372,17.8506212653723,60.1092348731923,2012
"1712","Bukit Merah","Tiong Bahru","Central Region",10860,2270,1920,6680,20.8831454616877,17.6632772186962,61.4534853233806,2012
"1713","Bukit Merah","Tiong Bahru Station","Central Region",16840,4390,2500,9950,26.0688681301258,14.8455968850375,59.0854756024492,2012
"1714","Bukit Panjang","Bangkit","West Region",24870,7530,2530,14830,30.2531015455598,10.1647207052147,59.5821375724638,2012
"1715","Bukit Panjang","Dairy Farm","West Region",3800,1220,360,2250,31.8537027318467,9.39945326513508,58.7465829070942,2012
"1716","Bukit Panjang","Fajar","West Region",24470,8350,1760,14370,34.1094631905788,7.18953954675672,58.700956413008,2012
"1717","Bukit Panjang","Jelebu","West Region",34730,11170,2860,20720,32.1438756420502,8.23021345893138,59.6258821220483,2012
"1718","Bukit Panjang","Nature Reserve","West Region",3780,1230,300,2260,32.4537402275983,7.91554639697521,59.6304495238799,2012
"1719","Bukit Panjang","Saujana","West Region",21920,7410,1320,13180,33.8201580008407,6.02464353051414,60.1551528274063,2012
"1720","Bukit Panjang","Senja","West Region",17920,6200,1010,10740,34.5403707295985,5.62673781240233,59.8328357477238,2012
"1721","Bukit Timah","Anak Bukit","Central Region",22320,7020,2650,12650,31.4515988120077,11.8727545372964,56.6756018478486,2012
"1722","Bukit Timah","Coronation Road","Central Region",6110,1950,860,3290,31.9671607095726,14.0983375437089,53.934337812561,2012
"1723","Bukit Timah","Farrer Court","Central Region",3700,960,660,2080,25.9458758219572,17.8377896275956,56.2160642809073,2012
"1724","Bukit Timah","Hillcrest","Central Region",8890,2830,1150,4940,31.7264218313657,12.8923622282935,55.3811038328432,2012
"1725","Bukit Timah","Holland Road","Central Region",9900,3290,1040,5580,33.1987556016593,10.4944394607069,56.306704029562,2012
"1726","Bukit Timah","Leedon Park","Central Region",6120,1690,790,3620,27.7048726149629,12.950798441314,59.3441650095656,2012
"1727","Bukit Timah","Swiss Club","Central Region",5380,1680,680,3040,31.1110534980491,12.5925692730199,56.2961920440888,2012
"1728","Bukit Timah","Ulu Pandan","Central Region",10720,3300,1360,6070,30.7548641613568,12.6747318968016,56.5703107452836,2012
"1729","Central Water Catchment","Central Water Catchment",NA,10,0,0,0,0,0,0,2012
"1730","Changi","Changi Airport","East Region",0,0,0,0,0,0,0,2012
"1731","Changi","Changi Point","East Region",800,180,120,500,22.4997187535156,14.9998125023437,62.4992187597655,2012
"1732","Changi","Changi West","East Region",1740,740,80,940,42.0452156521838,4.54542871915501,53.4087874500713,2012
"1733","Changi Bay","Changi Bay",NA,0,0,0,0,0,0,0,2012
"1734","Choa Chu Kang","Choa Chu Kang Central","West Region",21080,7250,1430,12400,34.3927730584568,6.78367799635769,58.8235015068778,2012
"1735","Choa Chu Kang","Choa Chu Kang North","West Region",33950,13060,1750,19160,38.445676053672,5.15160284026999,56.4026916683274,2012
"1736","Choa Chu Kang","Keat Hong","West Region",16180,5750,1030,9400,35.5376789013109,6.36587987275657,58.0963794212735,2012
"1737","Choa Chu Kang","Peng Siang","West Region",31770,10640,2160,18980,33.480165676474,6.79672536289322,59.7230774943117,2012
"1738","Choa Chu Kang","Teck Whye","West Region",27000,8540,2590,15880,31.6179075831516,9.58903754570991,58.7930178478275,2012
"1739","Choa Chu Kang","Yew Tee","West Region",44900,15440,2440,27010,34.3951805758119,5.43550781120343,60.1692893363134,2012
"1740","Clementi","Clementi Central","West Region",13830,3420,1980,8440,24.7109648042162,14.3063480445462,60.9826148969546,2012
"1741","Clementi","Clementi North","West Region",28460,6130,4940,17390,21.5389945400581,17.357688911564,61.1032814113558,2012
"1742","Clementi","Clementi West","West Region",16860,4290,2040,10530,25.4448247658216,12.0996369515795,62.455478970653,2012
"1743","Clementi","Clementi Woods","West Region",16210,4160,2190,9860,25.6631550504904,13.5101705674457,60.8266126917874,2012
"1744","Clementi","Faber","West Region",4410,1410,460,2540,31.9727166151551,10.4308153496251,57.5962412783644,2012
"1745","Clementi","Pandan","West Region",20,0,0,0,0,0,0,2012
"1746","Clementi","Sunset Way","West Region",6470,1740,890,3850,26.8518104138728,13.7345467059464,59.4134885594312,2012
"1747","Clementi","Toh Tuck","West Region",20,0,0,0,0,0,0,2012
"1748","Clementi","West Coast","West Region",5210,1680,480,3080,32.0610075171612,9.16028786204607,58.7785137814622,2012
"1749","Downtown Core","Anson","Central Region",40,0,0,0,0,0,0,2012
"1750","Downtown Core","Bayfront Subzone","Central Region",0,0,0,0,0,0,0,2012
"1751","Downtown Core","Bugis","Central Region",2500,430,570,1500,17.1999312002752,22.7999088003648,59.99976000096,2012
"1752","Downtown Core","Cecil","Central Region",190,40,0,130,23.5280277630728,0,76.4660902299865,2012
"1753","Downtown Core","Central Subzone","Central Region",360,60,0,290,17.1423673609325,0,82.8547755778406,2012
"1754","Downtown Core","City Hall","Central Region",80,0,0,0,0,0,0,2012
"1755","Downtown Core","Clifford Pier","Central Region",10,0,0,0,0,0,0,2012
"1756","Downtown Core","Marina Centre","Central Region",20,0,0,0,0,0,0,2012
"1757","Downtown Core","Maxwell","Central Region",0,0,0,0,0,0,0,2012
"1758","Downtown Core","Phillip","Central Region",10,0,0,0,0,0,0,2012
"1759","Downtown Core","Raffles Place","Central Region",50,0,0,0,0,0,0,2012
"1760","Downtown Core","Tanjong Pagar","Central Region",490,60,90,360,11.7644752063685,17.6467128095528,70.586851238211,2012
"1761","Geylang","Aljunied","Central Region",42390,10680,5950,25770,25.1886733045582,14.033015558251,60.7782875522907,2012
"1762","Geylang","Geylang East","Central Region",33840,8890,4670,20280,26.2706778159936,13.8002323285365,59.9290603046512,2012
"1763","Geylang","Kallang Way","Central Region",50,0,0,0,0,0,0,2012
"1764","Geylang","Kampong Ubi","Central Region",13780,4210,1100,8470,30.5515017768492,7.98257766140953,61.4658479928534,2012
"1765","Geylang","Macpherson","Central Region",29470,7630,4690,17180,25.8643980120685,15.8982996954916,58.2372683941463,2012
"1766","Hougang","Defu Industrial Park","North East Region",30,0,0,0,0,0,0,2012
"1767","Hougang","Hougang Central","North East Region",5020,1550,530,2940,30.8764325170667,10.5577478929325,58.5656203872104,2012
"1768","Hougang","Hougang East","North East Region",19090,5720,1810,11550,29.9790199271384,9.48636819372736,60.5345594682602,2012
"1769","Hougang","Hougang West","North East Region",52220,14960,5100,32180,28.6370542425241,9.76263212813321,61.6002944869268,2012
"1770","Hougang","Kangkar","North East Region",25140,7140,2900,15110,28.3896507397015,11.5308105245286,60.0794989743543,2012
"1771","Hougang","Kovan","North East Region",24960,7550,2820,14600,30.2362714312089,11.2935477398687,58.4701407808807,2012
"1772","Hougang","Lorong Ah Soo","North East Region",33720,8780,4710,20250,26.0225174799889,13.959687623092,60.0177652585165,2012
"1773","Hougang","Lorong Halus","North East Region",0,0,0,0,0,0,0,2012
"1774","Hougang","Tai Seng","North East Region",13550,4010,1670,7880,29.572249577987,12.3156251359697,58.112051539785,2012
"1775","Hougang","Trafalgar","North East Region",44180,14020,3810,26370,31.7194498372285,8.61990755205711,59.6606199862851,2012
"1776","Jurong East","International Business Park","West Region",10,0,0,0,0,0,0,2012
"1777","Jurong East","Jurong Gateway","West Region",20,0,0,0,0,0,0,2012
"1778","Jurong East","Jurong Port","West Region",0,0,0,0,0,0,0,2012
"1779","Jurong East","Jurong River","West Region",10,0,0,0,0,0,0,2012
"1780","Jurong East","Lakeside","West Region",1070,220,160,700,20.3701817575763,14.8146776418737,64.8142146831974,2012
"1781","Jurong East","Penjuru Crescent","West Region",10,0,0,0,0,0,0,2012
"1782","Jurong East","Teban Gardens","West Region",19520,5360,2320,11850,27.4449424245046,11.8791541837408,60.6758521885037,2012
"1783","Jurong East","Toh Guan","West Region",17120,5300,1210,10620,30.9398535085502,7.0636269330841,61.9964611812836,2012
"1784","Jurong East","Yuhua East","West Region",28470,7470,3300,17700,26.2381362001629,11.5911445060961,62.1706841690607,2012
"1785","Jurong East","Yuhua West","West Region",20740,5830,2160,12740,28.1234789563536,10.4196765944638,61.4567962099391,2012
"1786","Jurong West","Boon Lay Place","West Region",27510,8510,2560,16440,30.934194498657,9.30570363296851,59.7600655179696,2012
"1787","Jurong West","Boon Lay Place","North Region",27510,8510,2560,16440,30.934194498657,9.30570363296851,59.7600655179696,2012
"1788","Jurong West","Chin Bee","West Region",10,0,0,0,0,0,0,2012
"1789","Jurong West","Chin Bee","North Region",10,0,0,0,0,0,0,2012
"1790","Jurong West","Hong Kah","West Region",58170,16820,5460,35900,28.9102734770929,9.38466665784347,61.7050426770294,2012
"1791","Jurong West","Hong Kah","North Region",58170,16820,5460,35900,28.9102734770929,9.38466665784347,61.7050426770294,2012
"1792","Jurong West","Jurong West Central","West Region",69420,22330,3610,43480,32.1665179823512,5.20022973203259,62.6332378805477,2012
"1793","Jurong West","Jurong West Central","North Region",69420,22330,3610,43480,32.1665179823512,5.20022973203259,62.6332378805477,2012
"1794","Jurong West","Kian Teck","West Region",40,0,0,0,0,0,0,2012
"1795","Jurong West","Kian Teck","North Region",40,0,0,0,0,0,0,2012
"1796","Jurong West","Safti","West Region",0,0,0,0,0,0,0,2012
"1797","Jurong West","Safti","North Region",0,0,0,0,0,0,0,2012
"1798","Jurong West","Taman Jurong","West Region",35000,11310,2780,20920,32.305046470995,7.94058613522247,59.754338830523,2012
"1799","Jurong West","Taman Jurong","North Region",35000,11310,2780,20920,32.305046470995,7.94058613522247,59.754338830523,2012
"1800","Jurong West","Wenya","West Region",8670,2760,470,5440,31.8338733173318,5.42098567360361,62.7450256689439,2012
"1801","Jurong West","Wenya","North Region",8670,2760,470,5440,31.8338733173318,5.42098567360361,62.7450256689439,2012
"1802","Jurong West","Yunnan","West Region",72500,24760,4510,43230,34.1517194273491,6.22068879714637,59.627577982403,2012
"1803","Jurong West","Yunnan","North Region",72500,24760,4510,43230,34.1517194273491,6.22068879714637,59.627577982403,2012
"1804","Kallang","Bendemeer","Central Region",33940,8010,5080,20870,23.5865654927663,14.9587706246258,61.4546344362089,2012
"1805","Kallang","Boon Keng","Central Region",11320,2670,1760,6900,23.5657338343038,15.5339668720504,60.9002110324704,2012
"1806","Kallang","Crawford","Central Region",9950,1890,2390,5700,18.9378567756946,23.9478717957196,57.1141712282853,2012
"1807","Kallang","Geylang Bahru","Central Region",13410,3160,2240,8010,23.5644865290928,16.7039398180911,59.7314990816562,2012
"1808","Kallang","Kallang Bahru","Central Region",20,0,0,0,0,0,0,2012
"1809","Kallang","Kampong Bugis","Central Region",890,210,110,570,23.5952405029157,12.3594116920035,64.0442242221997,2012
"1810","Kallang","Kampong Java","Central Region",11460,2780,1800,6880,24.2582685355423,15.7067925769698,60.0348516275291,2012
"1811","Kallang","Lavender","Central Region",10550,2490,1620,6430,23.6242660111328,15.3700043927852,61.0056347195116,2012
"1812","Kallang","Tanjong Rhu","Central Region",11300,3060,1190,7070,27.0317782404786,10.5123582046306,62.4557752157463,2012
"1813","Lim Chu Kang","Lim Chu Kang",NA,100,0,0,0,0,0,0,2012
"1814","Mandai","Mandai East","North Region",0,0,0,0,0,0,0,2012
"1815","Mandai","Mandai Estate","North Region",2120,740,190,1220,34.4184445653741,8.83716819921768,56.7439221212925,2012
"1816","Mandai","Mandai West","North Region",0,0,0,0,0,0,0,2012
"1817","Marina East","Marina East",NA,0,0,0,0,0,0,0,2012
"1818","Marina South","Marina South",NA,0,0,0,0,0,0,0,2012
"1819","Marine Parade","East Coast","Central Region",0,0,0,0,0,0,0,2012
"1820","Marine Parade","Katong","Central Region",9700,2730,1280,5690,28.144300882164,13.1958626846776,58.6597333404811,2012
"1821","Marine Parade","Marina East (Mp)","Central Region",0,0,0,0,0,0,0,2012
"1822","Marine Parade","Marine Parade","Central Region",29140,7600,5090,16470,26.0630911992143,17.4554123952632,56.4814621119814,2012
"1823","Marine Parade","Mountbatten","Central Region",10030,2890,1220,5930,28.7848318876176,12.1513823193403,59.0636861915476,2012
"1824","Museum","Bras Basah","Central Region",10,0,0,0,0,0,0,2012
"1825","Museum","Dhoby Ghaut","Central Region",190,50,10,140,24.9987500624969,4.99975001249938,69.9965001749913,2012
"1826","Museum","Fort Canning","Central Region",160,40,10,100,26.6648890073995,6.66622225184988,66.6622225184988,2012
"1827","Newton","Cairnhill","Central Region",3060,800,400,1880,25.9739416430466,12.9869708215233,61.0387628611595,2012
"1828","Newton","Goodwood Park","Central Region",800,240,80,480,29.9996250046874,9.99987500156248,59.9992500093749,2012
"1829","Newton","Istana Negara","Central Region",30,0,0,0,0,0,0,2012
"1830","Newton","Monk's Hill","Central Region",1060,310,150,620,28.7034379311303,13.8887602892566,57.4068758622605,2012
"1831","Newton","Newton Circus","Central Region",190,60,10,130,29.9985000749963,4.99975001249938,64.9967501624919,2012
"1832","Newton","Orange Grove","Central Region",1420,350,180,890,24.6477137484947,12.6759670706544,62.675614960458,2012
"1833","North-Eastern Islands","North-Eastern Islands",NA,60,0,0,0,0,0,0,2012
"1834","Novena","Balestier","Central Region",32550,8130,5120,19320,24.9616134597441,15.7199828922374,59.3183729449269,2012
"1835","Novena","Dunearn","Central Region",3780,1190,560,2030,31.4813981973593,14.8147756222867,53.7035616307893,2012
"1836","Novena","Malcolm","Central Region",2690,850,360,1500,31.3651979143988,13.2840838225689,55.3503492607038,2012
"1837","Novena","Moulmein","Central Region",8050,2500,740,4830,30.9788959369319,9.16975319733185,59.8512269501525,2012
"1838","Novena","Mount Pleasant","Central Region",650,200,80,370,30.7687574037323,12.3075029614929,56.9222011969047,2012
"1839","Orchard","Boulevard","Central Region",420,90,60,280,20.9297458198647,13.9531638799098,65.1147647729123,2012
"1840","Orchard","Somerset","Central Region",130,30,20,90,21.4270409256482,14.2846939504321,64.2811227769445,2012
"1841","Orchard","Tanglin","Central Region",360,100,30,240,27.0262965865787,8.10788897597362,64.863111807789,2012
"1842","Outram","China Square","Central Region",1670,250,360,1070,14.8808638043821,21.4284438783102,63.6900970827555,2012
"1843","Outram","Chinatown","Central Region",11820,2750,1810,7250,23.2853316804982,15.325981942437,61.3886017031315,2012
"1844","Outram","Pearl's Hill","Central Region",8420,1600,1980,4830,19.0249476516675,23.5433727189385,57.4315607234712,2012
"1845","Outram","People's Park","Central Region",430,70,80,320,14.8933001425502,17.0209144486288,68.083657794515,2012
"1846","Pasir Ris","Flora Drive","East Region",12420,4130,1080,7200,33.2795863983994,8.7026521332376,58.0176808882507,2012
"1847","Pasir Ris","Loyang East","East Region",2210,690,210,1300,31.3634938023009,9.54541115722201,59.0906404970886,2012
"1848","Pasir Ris","Loyang West","East Region",200,0,170,30,0,84.9957502124894,14.9992500374981,2012
"1849","Pasir Ris","Pasir Ris Central","East Region",22650,8060,1570,13050,35.5379032019827,6.92239553686264,57.5396571694633,2012
"1850","Pasir Ris","Pasir Ris Drive","East Region",60960,22030,4140,34790,36.1384455153469,6.79133746861262,57.0702006118437,2012
"1851","Pasir Ris","Pasir Ris Park","East Region",1800,600,110,1090,33.3331481491769,6.11107716068244,60.5552191376715,2012
"1852","Pasir Ris","Pasir Ris Wafer Fab Park","East Region",20,0,0,0,0,0,0,2012
"1853","Pasir Ris","Pasir Ris West","East Region",36470,13500,2220,20750,37.0167159263186,6.08719328566129,56.8960633682305,2012
"1854","Paya Lebar","Airport Road",NA,0,0,0,0,0,0,0,2012
"1855","Paya Lebar","Paya Lebar East",NA,10,0,0,0,0,0,0,2012
"1856","Paya Lebar","Paya Lebar North",NA,30,0,0,0,0,0,0,2012
"1857","Paya Lebar","Paya Lebar West",NA,0,0,0,0,0,0,0,2012
"1858","Paya Lebar","Plab",NA,0,0,0,0,0,0,0,2012
"1859","Pioneer","Benoi Sector",NA,0,0,0,0,0,0,0,2012
"1860","Pioneer","Gul Basin",NA,20,0,0,0,0,0,0,2012
"1861","Pioneer","Gul Circle",NA,20,0,0,0,0,0,0,2012
"1862","Pioneer","Joo Koon",NA,40,0,0,0,0,0,0,2012
"1863","Pioneer","Pioneer Sector",NA,0,0,0,0,0,0,0,2012
"1864","Punggol","Coney Island","North East Region",0,0,0,0,0,0,0,2012
"1865","Punggol","Matilda","North East Region",17500,5190,870,11440,29.6571259102138,4.97142573061387,65.3713912163479,2012
"1866","Punggol","Northshore","North East Region",280,90,40,190,28.124121121215,12.4996093872067,59.3731445892316,2012
"1867","Punggol","Punggol Canal","North East Region",0,0,0,0,0,0,0,2012
"1868","Punggol","Punggol Field","North East Region",43870,14680,2790,26400,33.4624952216788,6.35969766134086,60.1777843223651,2012
"1869","Punggol","Punggol Town Centre","North East Region",4590,1470,180,2920,32.1662315837383,3.93872223474347,63.8948273636163,2012
"1870","Punggol","Waterway East","North East Region",21830,6790,1120,13940,31.0755006519448,5.12585577764038,63.7985978038454,2012
"1871","Queenstown","Commonwealth","Central Region",8350,1700,1730,4910,20.3836686047139,20.7433804036206,58.8728310877325,2012
"1872","Queenstown","Dover","Central Region",13340,3940,1750,7660,29.5130865070513,13.1086044130304,57.3782341736074,2012
"1873","Queenstown","Ghim Moh","Central Region",11850,2770,2460,6610,23.3952505107682,20.7770094788771,55.8276555509666,2012
"1874","Queenstown","Holland Drive","Central Region",14700,2940,3110,8660,19.9863902199931,21.1420658449586,58.8714759541292,2012
"1875","Queenstown","Kent Ridge","Central Region",1120,260,110,760,23.0086459411864,9.73442712896346,67.2560419819294,2012
"1876","Queenstown","Margaret Drive","Central Region",9760,2390,1390,6000,24.437602824537,14.2126644042286,61.3496305218502,2012
"1877","Queenstown","Mei Chin","Central Region",17300,4460,2720,10120,25.7803319188833,15.7225342644311,58.4970760132509,2012
"1878","Queenstown","National University Of S'pore","Central Region",450,320,0,130,71.1095308993134,0,28.888246927846,2012
"1879","Queenstown","One North","Central Region",630,140,20,450,22.9504434353535,3.27863477647907,73.7692824707792,2012
"1880","Queenstown","Pasir Panjang 1","Central Region",3890,1060,400,2420,27.3195172177391,10.3092517802789,62.3709732706874,2012
"1881","Queenstown","Pasir Panjang 2","Central Region",3420,990,320,2120,28.8628896125667,9.32941886466803,61.8073999784257,2012
"1882","Queenstown","Port","Central Region",230,50,40,170,19.2300296142456,15.3840236913965,65.3821006884351,2012
"1883","Queenstown","Queensway","Central Region",290,60,30,190,21.4278061497804,10.7139030748902,67.8547194743045,2012
"1884","Queenstown","Singapore Polytechnic","Central Region",150,50,0,110,31.2480469970627,0,68.7457033935379,2012
"1885","Queenstown","Tanglin Halt","Central Region",13490,2840,2610,8060,21.0214500211325,19.3190086461816,59.6594673134957,2012
"1886","River Valley","Institution Hill","Central Region",3210,890,250,2090,27.5540942597701,7.73991411791295,64.7056820257522,2012
"1887","River Valley","Leonie Hill","Central Region",2370,610,200,1560,25.7382880241012,8.43878295872169,65.8225070780292,2012
"1888","River Valley","One Tree Hill","Central Region",1810,440,270,1080,24.5808682633058,15.0837146161195,60.3348584644779,2012
"1889","River Valley","Oxley","Central Region",1400,320,230,850,22.8569795930029,16.4284540824708,60.713852043914,2012
"1890","River Valley","Paterson","Central Region",150,40,10,110,24.9984375976501,6.24960939941254,68.7457033935379,2012
"1891","Rochor","Bencoolen","Central Region",1530,330,260,960,21.2901852246115,16.7740853284818,61.9350842897788,2012
"1892","Rochor","Farrer Park","Central Region",3280,760,490,2030,23.1706610650577,14.9389788445767,61.8900552132463,2012
"1893","Rochor","Kampong Glam","Central Region",200,30,60,110,14.9992500374981,29.9985000749963,54.9972501374931,2012
"1894","Rochor","Little India","Central Region",4070,900,750,2430,22.0587694638003,18.3823078865003,59.5586775522609,2012
"1895","Rochor","Mackenzie","Central Region",90,0,0,0,0,0,0,2012
"1896","Rochor","Mount Emily","Central Region",1030,230,70,720,22.5487985411908,6.86267781688415,70.5875432593798,2012
"1897","Rochor","Rochor Canal","Central Region",10,0,0,0,0,0,0,2012
"1898","Rochor","Selegie","Central Region",280,60,50,170,21.4278061497804,17.856505124817,60.7121174243777,2012
"1899","Rochor","Sungei Road","Central Region",2470,590,500,1400,23.6946839570925,20.0802406416038,56.2246737964908,2012
"1900","Rochor","Victoria","Central Region",2140,370,460,1320,17.2092222826871,21.3952493244217,61.3950632787754,2012
"1901","Seletar","Pulau Punggol Barat",NA,0,0,0,0,0,0,0,2012
"1902","Seletar","Pulau Punggol Timor",NA,0,0,0,0,0,0,0,2012
"1903","Seletar","Seletar",NA,280,80,20,180,28.5704081997072,7.14260204992679,64.2834184493411,2012
"1904","Seletar","Seletar Aerospace Park",NA,20,0,0,0,0,0,0,2012
"1905","Sembawang","Admiralty","North Region",12230,4010,890,7340,32.761411142638,7.27123588951316,59.9672712685692,2012
"1906","Sembawang","Sembawang Central","North Region",29740,9930,1600,18190,33.4118326339729,5.38357826932091,61.204555449342,2012
"1907","Sembawang","Sembawang East","North Region",110,20,20,80,16.6652778935089,16.6652778935089,66.6611115740355,2012
"1908","Sembawang","Sembawang North","North Region",26050,8660,1370,16050,33.205508740219,5.25306547045036,61.541387445787,2012
"1909","Sembawang","Sembawang Springs","North Region",3690,1140,540,2010,30.8942252189018,14.6341066826377,54.4713970964848,2012
"1910","Sembawang","Sembawang Straits","North Region",1550,510,150,880,33.1166680735839,9.74019649223057,57.1424860877527,2012
"1911","Sembawang","Senoko North","North Region",20,0,0,0,0,0,0,2012
"1912","Sembawang","Senoko South","North Region",20,0,0,0,0,0,0,2012
"1913","Sembawang","The Wharves","North Region",0,0,0,0,0,0,0,2012
"1914","Sengkang","Anchorvale","North East Region",31100,10330,1830,18950,33.2047466394257,5.88235105035325,60.9128701662262,2012
"1915","Sengkang","Compassvale","North East Region",14820,4710,850,9270,31.7599246392956,5.73162121940579,62.5083867104607,2012
"1916","Sengkang","Fernvale","North East Region",24450,7550,1800,15110,30.8667085581731,7.35895038473002,61.7743001740392,2012
"1917","Sengkang","Lorong Halus North","North East Region",0,0,0,0,0,0,0,2012
"1918","Sengkang","Rivervale","North East Region",56880,18780,3860,34230,33.0226775061232,6.78740868869198,60.1898962212245,2012
"1919","Sengkang","Sengkang Town Centre","North East Region",55730,18340,3450,33950,32.9027569245144,6.18944991219054,60.9077752228606,2012
"1920","Sengkang","Sengkang West","North East Region",10,0,0,0,0,0,0,2012
"1921","Serangoon","Lorong Chuan","North East Region",8360,2700,1050,4620,32.2580259760741,12.5447878795844,55.1970666701712,2012
"1922","Serangoon","Seletar Hills","North East Region",12760,3920,1720,7150,30.6489205246908,13.4479957404255,55.903005548862,2012
"1923","Serangoon","Serangoon Central","North East Region",27090,7030,3300,16770,25.9409498372879,12.1771172778165,61.8818959845402,2012
"1924","Serangoon","Serangoon Garden","North East Region",40080,10770,5700,23620,26.8645480507488,14.2180059321512,58.91742107323,2012
"1925","Serangoon","Serangoon North","North East Region",18230,6040,1290,10890,33.1503659987014,7.080127837471,59.7694512791157,2012
"1926","Serangoon","Serangoon North Ind Estate","North East Region",20,0,0,0,0,0,0,2012
"1927","Serangoon","Upper Paya Lebar","North East Region",16060,4470,2000,9600,27.8157885402685,12.4455429710374,59.7386062609793,2012
"1928","Simpang","Pulau Seletar",NA,0,0,0,0,0,0,0,2012
"1929","Simpang","Simpang North",NA,0,0,0,0,0,0,0,2012
"1930","Simpang","Simpang South",NA,0,0,0,0,0,0,0,2012
"1931","Simpang","Tanjong Irau",NA,0,0,0,0,0,0,0,2012
"1932","Singapore River","Boat Quay","Central Region",170,20,30,120,11.7640138815364,17.6460208223046,70.5840832892183,2012
"1933","Singapore River","Clarke Quay","Central Region",140,30,10,100,21.4270409256482,7.14234697521606,71.4234697521606,2012
"1934","Singapore River","Robertson Quay","Central Region",2230,570,150,1550,25.1100215417553,6.60790040572508,68.2816375258259,2012
"1935","Southern Islands","Sentosa","Central Region",1300,370,60,860,28.6819482019519,4.65112673545166,66.6661498748072,2012
"1936","Southern Islands","Southern Group","Central Region",0,0,0,0,0,0,0,2012
"1937","Straits View","Straits View",NA,0,0,0,0,0,0,0,2012
"1938","Sungei Kadut","Gali Batu","North Region",150,10,110,40,6.24960939941254,68.7457033935379,24.9984375976501,2012
"1939","Sungei Kadut","Kranji","North Region",20,0,0,0,0,0,0,2012
"1940","Sungei Kadut","Pang Sua","North Region",20,0,0,0,0,0,0,2012
"1941","Sungei Kadut","Reservoir View","North Region",20,0,0,0,0,0,0,2012
"1942","Sungei Kadut","Turf Club","North Region",660,170,130,370,25.372755630513,19.402695482157,55.223056372293,2012
"1943","Tampines","Simei","East Region",43380,13470,3660,26250,31.0511684990391,8.4370658282467,60.5117426206218,2012
"1944","Tampines","Tampines East","East Region",137570,42860,12160,82540,31.157310907436,8.8397783629123,60.0029034600972,2012
"1945","Tampines","Tampines North","East Region",0,0,0,0,0,0,0,2012
"1946","Tampines","Tampines West","East Region",76520,24310,6350,45860,31.7694678816691,8.29848297197034,59.9320360778834,2012
"1947","Tampines","Xilin","East Region",1990,650,130,1240,32.1780585244627,6.43561170489255,61.3858347235905,2012
"1948","Tanglin","Chatsworth","Central Region",5260,1320,570,3380,25.047390801915,10.8159187553724,64.136500689752,2012
"1949","Tanglin","Nassim","Central Region",7950,2380,930,4650,29.8994599253016,11.6834024077859,58.4170120389296,2012
"1950","Tanglin","Ridout","Central Region",1370,360,200,830,25.8990942511205,14.3883856950669,59.7118006345278,2012
"1951","Tanglin","Tyersall","Central Region",3510,1010,450,2060,28.6931003036923,12.784054590754,58.5225610154517,2012
"1952","Tengah","Tengah",NA,10,0,0,0,0,0,0,2012
"1953","Toa Payoh","Bidadari","Central Region",0,0,0,0,0,0,0,2012
"1954","Toa Payoh","Boon Teck","Central Region",15810,3960,3040,8840,24.9999842171817,19.1919070758162,55.8080455757288,2012
"1955","Toa Payoh","Braddell","Central Region",10920,2840,1770,6320,25.9835077918501,16.1939467575967,57.8224539593285,2012
"1956","Toa Payoh","Joo Seng","Central Region",6950,1780,1070,4100,25.6114739403253,15.3956613012068,58.9927208737829,2012
"1957","Toa Payoh","Kim Keat","Central Region",8790,2220,1310,5270,25.2272440599499,14.8863467200605,59.886295583755,2012
